user_id	user_name	follower	following	tweet	date	arxiv_url	arxiv_title	arxiv_abstract	arxiv_p_subject	arxiv_s_subject
daikiyamanaka	daikiyamanaka	325	458	Voxblox++ きましたね https://t.co/76FNl8evru A volumetric object-level semantic mapping framework. https://t.co/60Iq4ypvvV	2019/6/28 20:03	https://arxiv.org/abs/1903.00268	Volumetric Instance-Aware Semantic Mapping and 3D Object Discovery	"To autonomously navigate and plan interactions in real-world environments,robots require the ability to robustly perceive and map complex, unstructuredsurrounding scenes. Besides building an internal representation of the observedscene geometry, the key insight toward a truly functional understanding of theenvironment is the usage of higher-level entities during mapping, such asindividual object instances. We propose an approach to incrementally buildvolumetric object-centric maps during online scanning with a localized RGB-Dcamera. First, a per-frame segmentation scheme combines an unsupervisedgeometric approach with instance-aware semantic object predictions. This allowsus to detect and segment elements both from the set of known classes and fromother, previously unseen categories. Next, a data association step tracks thepredicted instances across the different frames. Finally, a map integrationstrategy fuses information about their 3D shape, location, and, if available,semantic class into a global volume. Evaluation on a publicly available datasetshows that the proposed approach for building instance-level semantic maps iscompetitive with state-of-the-art methods, while additionally able to discoverobjects of unseen categories. The system is further evaluated within areal-world robotic mapping setup, for which qualitative results highlight theonline nature of the method."	Robotics (cs.RO)	
shion_honda	Shion Honda	"1,234"	242	"AtomNet [Wallach+, 2015] 3Dグリッド上に配置したタンパク質と小分子化合物の組に、3D-CNNを適用して活性を予測した。負例サンプリングに工夫があり、正例と記述子(分子量など)は近いが構造が似ていないものを不活性と仮定した。DUDE、ChEMBLなどで評価した。 https://t.co/ewsAVZoU7Z #NowReading https://t.co/RsBCqLebdd"	2019/6/28 20:17	https://arxiv.org/abs/1510.02855	AtomNet: A Deep Convolutional Neural Network for Bioactivity Prediction in Structure-based Drug Discovery	"Deep convolutional neural networks comprise a subclass of deep neuralnetworks (DNN) with a constrained architecture that leverages the spatial andtemporal structure of the domain they model. Convolutional networks achieve thebest predictive performance in areas such as speech and image recognition byhierarchically composing simple local features into complex models. AlthoughDNNs have been used in drug discovery for QSAR and ligand-based bioactivitypredictions, none of these models have benefited from this powerfulconvolutional architecture. This paper introduces AtomNet, the firststructure-based, deep convolutional neural network designed to predict thebioactivity of small molecules for drug discovery applications. We demonstratehow to apply the convolutional concepts of feature locality and hierarchicalcomposition to the modeling of bioactivity and chemical interactions. Infurther contrast to existing DNN techniques, we show that AtomNet's applicationof local convolutional filters to structural target information successfullypredicts new active molecules for targets with no previously known modulators.Finally, we show that AtomNet outperforms previous docking approaches on adiverse set of benchmarks by a large margin, achieving an AUC greater than 0.9on 57.8% of the targets in the DUDE benchmark."	Machine Learning (cs.LG)	Neural and Evolutionary Computing (cs.NE);Biomolecules (q-bio.BM);Machine Learning (stat.ML)
tocom242242	tocom	57	62	【マルチエージェント深層強化学習】Value-Decomposition Networkについて 1706.05296.pdf https://t.co/XW33BEO1Ju	2019/6/28 20:29	https://arxiv.org/abs/1706.05296	Value-Decomposition Networks For Cooperative Multi-Agent Learning	"We study the problem of cooperative multi-agent reinforcement learning with asingle joint reward signal. This class of learning problems is difficultbecause of the often large combined action and observation spaces. In the fullycentralized and decentralized approaches, we find the problem of spuriousrewards and a phenomenon we call the ""lazy agent"" problem, which arises due topartial observability. We address these problems by training individual agentswith a novel value decomposition network architecture, which learns todecompose the team value function into agent-wise value functions. We performan experimental evaluation across a range of partially-observable multi-agentdomains and show that learning such value-decompositions leads to superiorresults, in particular when combined with weight sharing, role information andinformation channels."	Artificial Intelligence (cs.AI)	
esumii	Eijiro Sumii	"3,461"	"1,120"	https://t.co/8SXowpyJiS をよろしくお願いします！（想定お約束陽マ https://t.co/yzlln4vUE3	2019/6/28 21:04	https://arxiv.org/abs/1512.01898	A Simple and Practical Linear Algebra Library Interface with Static Size Checking	"Linear algebra is a major field of numerical computation and is widelyapplied. Most linear algebra libraries (in most programming languages) do notstatically guarantee consistency of the dimensions of vectors and matrices,causing runtime errors. While advanced type systems--specifically, dependenttypes on natural numbers--can ensure consistency among the sizes of collectionssuch as lists and arrays, such type systems generally require non-trivialchanges to existing languages and application programs, or tricky type-levelprogramming.We have developed a linear algebra library interface that verifies theconsistency (with respect to dimensions) of matrix operations by means ofgenerative phantom types, implemented via fairly standard ML types and modulesystem. To evaluate its usability, we ported to it a practical machine learninglibrary from a traditional linear algebra library. We found that most of thechanges required for the porting could be made mechanically, and changes thatneeded human thought are minor."	Programming Languages (cs.PL)	
candidusflumen	Toshihico　Shiracawa	"1,501"	"2,013"	「Machine Learning as Statistical Data Assimilation」 機械学習も統計的データ同化も深い所では、統計力学の問題だと主張している文書 → https://t.co/FlqABJJnLp	2019/6/28 21:57	https://arxiv.org/abs/1710.07276	Machine Learning as Statistical Data Assimilation	"We identify a strong equivalence between neural network based machinelearning (ML) methods and the formulation of statistical data assimilation(DA), known to be a problem in statistical physics. DA, as used widely inphysical and biological sciences, systematically transfers information inobservations to a model of the processes producing the observations. Thecorrespondence is that layer label in the ML setting is the analog of time inthe data assimilation setting. Utilizing aspects of this equivalence we discusshow to establish the global minimum of the cost functions in the ML context,using a variational annealing method from DA. This provides a design method foroptimal networks for ML applications and may serve as the basis forunderstanding the success of ""deep learning"". Results from an ML example arepresented.When the layer label is taken to be continuous, the Euler-Lagrange equationfor the ML optimization problem is an ordinary differential equation, and wesee that the problem being solved is a two point boundary value problem. Theuse of continuous layers is denoted ""deepest learning"". The Hamiltonian versionprovides a direct rationale for back propagation as a solution method for thecanonical momentum; however, it suggests other solution methods are to bepreferred."	Machine Learning (cs.LG)	Machine Learning (stat.ML)
rarara_brahmin	ブラフ	34	86	そしてワイはこいつを実装するんや…（まだよく分かってない）  https://t.co/PFTFfBxkXJ	2019/6/28 22:01	https://arxiv.org/abs/1804.02391	Learn To Pay Attention	"We propose an end-to-end-trainable attention module for convolutional neuralnetwork (CNN) architectures built for image classification. The module takes asinput the 2D feature vector maps which form the intermediate representations ofthe input image at different stages in the CNN pipeline, and outputs a 2Dmatrix of scores for each map. Standard CNN architectures are modified throughthe incorporation of this module, and trained under the constraint that aconvex combination of the intermediate 2D feature vectors, as parameterised bythe score matrices, must \textit{alone} be used for classification.Incentivised to amplify the relevant and suppress the irrelevant or misleading,the scores thus assume the role of attention values. Our experimentalobservations provide clear evidence to this effect: the learned attention mapsneatly highlight the regions of interest while suppressing background clutter.Consequently, the proposed function is able to bootstrap standard CNNarchitectures for the task of image classification, demonstrating superiorgeneralisation over 6 unseen benchmark datasets. When binarised, our attentionmaps outperform other CNN-based attention maps, traditional saliency maps, andtop object proposals for weakly supervised segmentation as demonstrated on theObject Discovery dataset. We also demonstrate improved robustness against thefast gradient sign method of adversarial attack."	Computer Vision and Pattern Recognition (cs.CV)	Artificial Intelligence (cs.AI)
SO880	ドラミギ	"1,319"	"1,302"	https://t.co/4t8rYR79Dc とりあえずφ(..)メモメモ	2019/6/28 22:11	https://arxiv.org/abs/0911.0087	Free Probability Theory	"Free probability theory was created by Dan Voiculescu around 1985, motivatedby his efforts to understand special classes of von Neumann algebras. Hisdiscovery in 1991 that also random matrices satisfy asymptotically the freenessrelation transformed the theory dramatically. Not only did this yieldspectacular results about the structure of operator algebras, but it alsobrought new concepts and tools into the realm of random matrix theory. In thefollowing we will give, mostly from the random matrix point of view, a surveyon some of the basic ideas and results of free probability theory."	Probability (math.PR)	Operator Algebras (math.OA)
deepchiji	D.C.	5	25	ちょっと前のこの論文にも、ImageNetタスクの精度に反比例して AlexNet &gt; VGG &gt; ResNet の順にテクスチャ耐性が強くなる(物の表面ではなくちゃんと全体的な形まで考慮して判断できるようになる)傾向があると書かれてあり、考えさせられた https://t.co/yViI8QKr7l https://t.co/VwKh7xlBu2	2019/6/29 0:12	https://arxiv.org/abs/1811.12231	ImageNet-trained CNNs are biased towards texture; increasing shape bias improves accuracy and robustness	"Convolutional Neural Networks (CNNs) are commonly thought to recogniseobjects by learning increasingly complex representations of object shapes. Somerecent studies suggest a more important role of image textures. We here putthese conflicting hypotheses to a quantitative test by evaluating CNNs andhuman observers on images with a texture-shape cue conflict. We show thatImageNet-trained CNNs are strongly biased towards recognising textures ratherthan shapes, which is in stark contrast to human behavioural evidence andreveals fundamentally different classification strategies. We then demonstratethat the same standard architecture (ResNet-50) that learns a texture-basedrepresentation on ImageNet is able to learn a shape-based representationinstead when trained on ""Stylized-ImageNet"", a stylized version of ImageNet.This provides a much better fit for human behavioural performance in ourwell-controlled psychophysical lab setting (nine experiments totalling 48,560psychophysical trials across 97 observers) and comes with a number ofunexpected emergent benefits such as improved object detection performance andpreviously unseen robustness towards a wide range of image distortions,highlighting advantages of a shape-based representation."	Computer Vision and Pattern Recognition (cs.CV)	Artificial Intelligence (cs.AI);Machine Learning (cs.LG);Neurons and Cognition (q-bio.NC);Machine Learning (stat.ML)
Seiki_KOMIYA	Seiki KOMIYA	53	231	そういや機械学習で超伝導体探索するのはT野さんもやってるって言ってたな。これかな。計算はT倉先生にかなり手伝ってもらってるんだろうか。https://t.co/390iEPmD3Y	2019/6/29 1:50	https://arxiv.org/abs/1902.09770	Data-driven Exploration of Pressure-Induced Superconductivity in AgIn$_{5}$Se$_{8}$	"Candidates compounds for new thermoelectric and superconducting materials,which have narrow band gap and flat bands near band edges, were exhaustivelysearched by a high-throughput first-principles calculation from an inorganicmaterials database named AtomWork. We focused on AgIn$_{5}$Se$_{8}$ which hashigh density of state near the Fermi level. AgIn$_{5}$Se$_{8}$ was successfullysynthesized as single crystals using a melt and slow cooling method. Thesingle-crystal X-ray diffraction analysis revealed the obtained crystal is highquality without deficiencies. The valence states in AgIn$_{5}$Se$_{8}$ weredetermined to be Ag1+, In3+ and Se2- in accordance with a formal charge by thecore level X-ray photoelectron spectroscopy analysis. The electrical resistancewas evaluated under high pressure using a diamond anvil cell with boron-dopeddiamond electrodes. Although the sample was insulator with a resistance ofabove 40 M{\Omega} at ambient pressure, the resistance markedly decreased withincrease of the pressure, and a pressure-induced superconducting transition wasdiscovered at 3.4 K under 52.5 GPa. The transition temperature increased up to3.7 K under further pressure of 74.0 GPa."	Superconductivity (cond-mat.supr-con)	
yasu00327	yasu	138	136	結局卒研は https://t.co/oFQhOLxIjY これもじって プリページングに適応させたらどうなるかやってみようと思う	2019/6/29 5:36	https://arxiv.org/abs/1803.02329	Learning Memory Access Patterns	"The explosion in workload complexity and the recent slow-down in Moore's lawscaling call for new approaches towards efficient computing. Researchers arenow beginning to use recent advances in machine learning in softwareoptimizations, augmenting or replacing traditional heuristics and datastructures. However, the space of machine learning for computer hardwarearchitecture is only lightly explored. In this paper, we demonstrate thepotential of deep learning to address the von Neumann bottleneck of memoryperformance. We focus on the critical problem of learning memory accesspatterns, with the goal of constructing accurate and efficient memoryprefetchers. We relate contemporary prefetching strategies to n-gram models innatural language processing, and show how recurrent neural networks can serveas a drop-in replacement. On a suite of challenging benchmark datasets, we findthat neural networks consistently demonstrate superior performance in terms ofprecision and recall. This work represents the first step towards practicalneural-network based prefetching, and opens a wide range of exciting directionsfor machine learning in computer architecture research."	Machine Learning (cs.LG)	Machine Learning (stat.ML)
ballforest	mat	"3,466"	"4,111"	論文 https://t.co/jV9oSingll	2019/6/29 10:19	https://arxiv.org/abs/1906.08977	Singing Voice Synthesis Using Deep Autoregressive Neural Networks for Acoustic Modeling	"This paper presents a method of using autoregressive neural networks for theacoustic modeling of singing voice synthesis (SVS). Singing voice differs fromspeech and it contains more local dynamic movements of acoustic features, e.g.,vibratos. Therefore, our method adopts deep autoregressive (DAR) models topredict the F0 and spectral features of singing voice in order to betterdescribe the dependencies among the acoustic features of consecutive frames.For F0 modeling, discretized F0 values are used and the influences of thehistory length in DAR are analyzed by experiments. An F0 post-processingstrategy is also designed to alleviate the inconsistency between the predictedF0 contours and the F0 values determined by music notes. Furthermore, we extendthe DAR model to deal with continuous spectral features, and a prenet modulewith self-attention layers is introduced to process historical frames.Experiments on a Chinese singing voice corpus demonstrate that our method usingDARs can produce F0 contours with vibratos effectively, and can achieve betterobjective and subjective performance than the conventional method usingrecurrent neural networks (RNNs)."	Sound (cs.SD)	Machine Learning (cs.LG);Audio and Speech Processing (eess.AS)
shunk031	しゅんけー	"1,701"	667	「Webを学ぶためにはまずSHAKAIとかSEKAIを学ぶ必要があるみたい」と研究室後輩が言ってたので、hardmaruさんのWorld Modelsを進める優しい研究室先輩になってしまった / [1803.10122] World Models https://t.co/DaUEsymFrh	2019/6/29 12:26	https://arxiv.org/abs/1803.10122	World Models	"We explore building generative neural network models of popular reinforcementlearning environments. Our world model can be trained quickly in anunsupervised manner to learn a compressed spatial and temporal representationof the environment. By using features extracted from the world model as inputsto an agent, we can train a very compact and simple policy that can solve therequired task. We can even train our agent entirely inside of its ownhallucinated dream generated by its world model, and transfer this policy backinto the actual environment.An interactive version of this paper is available atthis https URL"	Machine Learning (cs.LG)	Machine Learning (stat.ML)
691_7758337633	たけのこ赤軍@MSFロス	"1,930"	"1,911"	arXiv に上げたプレプリントです  https://t.co/rYurMkQ4Jk https://t.co/ZzqqNc9lCD	2019/6/29 13:23	"https://arxiv.org/abs/1905.08068, https://arxiv.org/abs/1906.00344"	"The $q$-multiple gamma functions of Barnes-Milnor type, Asymptotic Expansions for the multiple gamma functions of Barnes-Milnor type"	"The multiple gamma functions of BM (Barnes-Milnor) type and the $q$-multiplegamma functions have been studied independently. In this paper, we introduce anew generalization of the multiple gamma functions called the $q$-BM multiplegamma function including those functions and prove some properties the BMmultiple gamma functions satisfy for them., The classical Stirling's formula gives the asymptotic behavior of the gammafunction. Katayama and Ohtsuki generalized this formula for Barnes' multiplegamma functions. In this paper, we further generalize these formulas for themultiple gamma functions of BM (Barnes-Milnor) type."	"Number Theory (math.NT), Number Theory (math.NT)"	
grahamian2317	Grahamian@データ分析と機械学習	"1,413"	139	LIME完全に理解したいから読む https://t.co/oUgLUBEWZX	2019/6/29 14:19	https://arxiv.org/abs/1602.04938	"""Why Should I Trust You?"": Explaining the Predictions of Any Classifier"	"Despite widespread adoption, machine learning models remain mostly blackboxes. Understanding the reasons behind predictions is, however, quiteimportant in assessing trust, which is fundamental if one plans to take actionbased on a prediction, or when choosing whether to deploy a new model. Suchunderstanding also provides insights into the model, which can be used totransform an untrustworthy model or prediction into a trustworthy one. In thiswork, we propose LIME, a novel explanation technique that explains thepredictions of any classifier in an interpretable and faithful manner, bylearning an interpretable model locally around the prediction. We also proposea method to explain models by presenting representative individual predictionsand their explanations in a non-redundant way, framing the task as a submodularoptimization problem. We demonstrate the flexibility of these methods byexplaining different models for text (e.g. random forests) and imageclassification (e.g. neural networks). We show the utility of explanations vianovel experiments, both simulated and with human subjects, on various scenariosthat require trust: deciding if one should trust a prediction, choosing betweenmodels, improving an untrustworthy classifier, and identifying why a classifiershould not be trusted."	Machine Learning (cs.LG)	Artificial Intelligence (cs.AI);Machine Learning (stat.ML)
fluctuation326	AD	0	8	Concentration sensingにおいてMIMO問題を取り扱った。そこで、最尤推定法において対数尤度のヘッシアン行列の固有スペクトラムの性質が、Vandermonde行列の性質を備えていることを発見した。 https://t.co/a1SUf9524E	2019/6/29 17:53	https://arxiv.org/abs/1906.08881	Universal properties of concentration sensing in large ligand-receptor networks	"Cells estimate concentrations of chemical ligands in their environment usinga limited set of receptors. Recent work has shown that the temporal sequence ofbinding and unbinding events on just a single receptor can be used to estimatethe concentrations of multiple ligands. Here, for a network of many ligands andmany receptors, we show that such temporal sequences can be used to estimatethe concentration of a few times as many ligand species as there are receptors.Crucially, we show that the spectrum of the inverse covariance matrix of theseestimates has several universal properties, which we trace to properties ofVandermonde matrices. We argue that this can be used by cells in realisticbiochemical decoding networks."	Molecular Networks (q-bio.MN)	Biological Physics (physics.bio-ph)
tonagai	tomo	406	88	パンケーキの最適化論文のarXivはこちら。 Pancake making and surface coating: optimal control of a gravity-driven liquid film https://t.co/5FkDWgvdJc	2019/6/29 18:52	https://arxiv.org/abs/1901.06028	Pancake making and surface coating: optimal control of a gravity-driven liquid film	"This paper investigates the flow of a solidifying liquid film on a solidsurface subject to a complex kinematics, a process relevant to pancake makingand surface coating. The flow is modeled using the lubrication approximationwith a temperature-dependent viscosity and a gravity force whose magnitude anddirection depend on the time-dependent orientation of the surface. Because theflow eventually ceases as the liquid film solidifies, the key question thisstudy aims to address is: what is the optimal surface kinematics for spreadingthe liquid layer uniformly? Two methods are proposed to tackle this problem. Inthe first one, the surface kinematics is assumed a priori to be harmonic andparameterized. The optimal parameters are inferred using the Monte-Carlomethod. This ""brute-force"" approach leads to a moderate improvement of the filmuniformity compared to the reference case when no motion is imposed to thesurface. The second method is formulated as an optimal control problem,constrained by the governing partial differential equation, and solved with anadjoint equation. Key benefits of this method are that no assumption is made onthe form of the control, and that significant improvement in thicknessuniformity are achieved with a comparatively smaller number of evaluations ofthe objective function."	Fluid Dynamics (physics.flu-dyn)	
deltam	deltam?????♂???	520	738	"論文中で言及されてたのでTAOCPの4巻だけ衝動買いした。難易度高いとされてる問題を解決したらしい。 ""[1307.2549] Hamiltonicity of the Cayley Digraph on the Symmetric Group Generated by σ = (1 2 ... n) and τ = (1 2)"" https://t.co/aNfQscJeyT"	2019/6/29 20:51	https://arxiv.org/abs/1307.2549	Hamiltonicity of the Cayley Digraph on the Symmetric Group Generated by σ = (1 2 ... n) and τ = (1 2)	"The symmetric group is generated by {\sigma} = (1 2 ... n) and {\tau} = (12). We answer an open problem of Nijenhuis and Wilf by constructing a Hamiltonpath in the directed Cayley graph for all n, and a Hamilton cycle for odd n."	Combinatorics (math.CO)	
2StagePey	?????♂?じんぺちん	205	148	去年にも最高のピザの焼き方って論文が出たっけwww https://t.co/1GmCRq6dpB https://t.co/Ytxd38erSm	2019/6/29 22:40	https://arxiv.org/abs/1806.08790	The Physics of baking good Pizza	"Physical principles are involved in almost any aspect of cooking. Here weanalyze the specific process of baking pizzas, deriving in simple terms thebaking times for two different situations: For a brick oven in a pizzeria and amodern metallic oven at home. Our study is based on basic thermodynamicprinciples relevant to the cooking process and is accessible to undergraduatestudents. We start with a historical overview of the development and art ofpizza baking, illustrate the underlying physics by some simple common examples,and then apply them in detail to the example of baking pizza."	Popular Physics (physics.pop-ph)	
kazmuzik	Kaz Muzik	736	996	Transformer-XL https://t.co/KQndN7mVDc によって、BERTを超えたという噂のXLNet https://t.co/zRXG66hZBd のPythonの実装 https://t.co/McKw6O1QJ3 https://t.co/jKse9gORtu	2019/6/29 23:39	"https://arxiv.org/abs/1901.02860, https://arxiv.org/abs/1906.08237"	"Transformer-XL: Attentive Language Models Beyond a Fixed-Length Context, XLNet: Generalized Autoregressive Pretraining for Language Understanding"	"Transformers have a potential of learning longer-term dependency, but arelimited by a fixed-length context in the setting of language modeling. Wepropose a novel neural architecture Transformer-XL that enables learningdependency beyond a fixed length without disrupting temporal coherence. Itconsists of a segment-level recurrence mechanism and a novel positionalencoding scheme. Our method not only enables capturing longer-term dependency,but also resolves the context fragmentation problem. As a result,Transformer-XL learns dependency that is 80% longer than RNNs and 450% longerthan vanilla Transformers, achieves better performance on both short and longsequences, and is up to 1,800+ times faster than vanilla Transformers duringevaluation. Notably, we improve the state-of-the-art results of bpc/perplexityto 0.99 on enwiki8, 1.08 on text8, 18.3 on WikiText-103, 21.8 on One BillionWord, and 54.5 on Penn Treebank (without finetuning). When trained only onWikiText-103, Transformer-XL manages to generate reasonably coherent, noveltext articles with thousands of tokens. Our code, pretrained models, andhyperparameters are available in both Tensorflow and PyTorch., With the capability of modeling bidirectional contexts, denoisingautoencoding based pretraining like BERT achieves better performance thanpretraining approaches based on autoregressive language modeling. However,relying on corrupting the input with masks, BERT neglects dependency betweenthe masked positions and suffers from a pretrain-finetune discrepancy. In lightof these pros and cons, we propose XLNet, a generalized autoregressivepretraining method that (1) enables learning bidirectional contexts bymaximizing the expected likelihood over all permutations of the factorizationorder and (2) overcomes the limitations of BERT thanks to its autoregressiveformulation. Furthermore, XLNet integrates ideas from Transformer-XL, thestate-of-the-art autoregressive model, into pretraining. Empirically, XLNetoutperforms BERT on 20 tasks, often by a large margin, and achievesstate-of-the-art results on 18 tasks including question answering, naturallanguage inference, sentiment analysis, and document ranking."	"Machine Learning (cs.LG), Computation and Language (cs.CL)"	"Computation and Language (cs.CL);Machine Learning (stat.ML), Machine Learning (cs.LG)"
daegon137	hsdk bd(炯淳)	"1,368"	"2,625"	最近見た中で一番面白い論文だな。「Magic: The Gathering is Turing Complete」https://t.co/hCIUYqH5X3	2019/6/29 23:53	https://arxiv.org/abs/1904.09828	Magic: The Gathering is Turing Complete	"$\textit{Magic: The Gathering}$ is a popular and famously complicated tradingcard game about magical combat. In this paper we show that optimal play inreal-world $\textit{Magic}$ is at least as hard as the Halting Problem, solvinga problem that has been open for a decade. To do this, we present a methodologyfor embedding an arbitrary Turing machine into a game of $\textit{Magic}$ suchthat the first player is guaranteed to win the game if and only if the Turingmachine halts. Our result applies to how real $\textit{Magic}$ is played, canbe achieved using standard-size tournament-legal decks, and does not rely onstochasticity or hidden information. Our result is also highly unusual in thatall moves of both players are forced in the construction. This shows that evenrecognising who will win a game in which neither player has a non-trivialdecision to make for the rest of the game is undecidable. We conclude with adiscussion of the implications for a unified computational theory of games andremarks about the playability of such a board in a tournament setting."	Artificial Intelligence (cs.AI)	Computational Complexity (cs.CC);Logic in Computer Science (cs.LO)
691_7758337633	たけのこ赤軍@MSFロス	"1,930"	"1,911"	@NegeLon あれ読んでないんですか？？？絶対に読むべきですこの論文はマジで頭おかしい最高  https://t.co/xHWlN6MTEM	2019/6/30 1:28	https://arxiv.org/abs/1806.04679	A new proof of the duality of multiple zeta values and its generalizations	"We give a new proof of the duality of multiple zeta values, which makes nouse of the iterated integrals. The same method is also applicable to Ohno'srelation for ($q$-)multiple zeta values."	Number Theory (math.NT)	
YamanamiBooks	やまなみ書房	141	152	Phys. Rev. Fluid に掲載された論文はこちら。 https://t.co/KQlDHY9RLy arXivにも上げられています。 https://t.co/S2eCKIVKG6  https://t.co/CCrQSNBaD5	2019/6/30 2:30	https://arxiv.org/abs/1901.06028	Pancake making and surface coating: optimal control of a gravity-driven liquid film	"This paper investigates the flow of a solidifying liquid film on a solidsurface subject to a complex kinematics, a process relevant to pancake makingand surface coating. The flow is modeled using the lubrication approximationwith a temperature-dependent viscosity and a gravity force whose magnitude anddirection depend on the time-dependent orientation of the surface. Because theflow eventually ceases as the liquid film solidifies, the key question thisstudy aims to address is: what is the optimal surface kinematics for spreadingthe liquid layer uniformly? Two methods are proposed to tackle this problem. Inthe first one, the surface kinematics is assumed a priori to be harmonic andparameterized. The optimal parameters are inferred using the Monte-Carlomethod. This ""brute-force"" approach leads to a moderate improvement of the filmuniformity compared to the reference case when no motion is imposed to thesurface. The second method is formulated as an optimal control problem,constrained by the governing partial differential equation, and solved with anadjoint equation. Key benefits of this method are that no assumption is made onthe form of the control, and that significant improvement in thicknessuniformity are achieved with a comparatively smaller number of evaluations ofthe objective function."	Fluid Dynamics (physics.flu-dyn)	
amasawa_seiji	ぬん。	"1,027"	467	論文はこちら。 ⇒/[1901.06028] Pancake making and surface coating: optimal control of a gravity-driven liquid film https://t.co/LssnBOJTfp	2019/6/30 2:42	https://arxiv.org/abs/1901.06028	Pancake making and surface coating: optimal control of a gravity-driven liquid film	"This paper investigates the flow of a solidifying liquid film on a solidsurface subject to a complex kinematics, a process relevant to pancake makingand surface coating. The flow is modeled using the lubrication approximationwith a temperature-dependent viscosity and a gravity force whose magnitude anddirection depend on the time-dependent orientation of the surface. Because theflow eventually ceases as the liquid film solidifies, the key question thisstudy aims to address is: what is the optimal surface kinematics for spreadingthe liquid layer uniformly? Two methods are proposed to tackle this problem. Inthe first one, the surface kinematics is assumed a priori to be harmonic andparameterized. The optimal parameters are inferred using the Monte-Carlomethod. This ""brute-force"" approach leads to a moderate improvement of the filmuniformity compared to the reference case when no motion is imposed to thesurface. The second method is formulated as an optimal control problem,constrained by the governing partial differential equation, and solved with anadjoint equation. Key benefits of this method are that no assumption is made onthe form of the control, and that significant improvement in thicknessuniformity are achieved with a comparatively smaller number of evaluations ofthe objective function."	Fluid Dynamics (physics.flu-dyn)	
q9ac	將籠林檎 / ??	278	228	ある断熱的な過程を考えたときそれに付随する幾何学的位相というものがあることはよく知られているが、その断熱過程をロスのある過程にしてみるという設定幾何学的位相を複素数にするとうまく説明できるらしい。 https://t.co/YT8yodCxCI	2019/6/30 7:13	https://arxiv.org/abs/1906.06404	Geometric decoherence in diffusive open quantum systems	"Based on a generic quantum open system model, we study the geometric natureof decoherence by defining a complex-valued geometric phase through stochasticpure states describing non-unitary, non-cyclic and non-adiabatic evolutions.The ensemble average of the complex geometric phases for the pure stochasticstates yields a conventional geometric phase together with an amplitude factor.We show that the decoherence process described by the decaying amplitude can bea geometric quantity independent of the system's dynamics. It is a remarkablefact that the geometric phase of a quantum system can serve as an idealrealisation of quantum gates due to its robustness against dynamical errors,however, in this paper we show that, for some open quantum systems, a desirablegeometric phase may be accompanied by an unwanted robust geometric decoherencefactor. Two exactly solvable models are studied to demonstrate that, while thedecoherence is a purely dynamical effect for a dephasing two-level model, thedecoherence in a dissipative two-level model can be a geometric process.Finally, we show that such a geometric decoherence effect may be eliminated bya non-perturbative control scheme."	Quantum Physics (quant-ph)	
q9ac	將籠林檎 / ??	278	228	カシミール効果は、ミラーに挟まれた真空というセットアップで電磁場の揺らぎを考えることで出てくるミラー間の引力相互作用だが、この真空の部分を電解質(液体)に置き換えてみたらどうなる？という試行。非局所応答があったりイオンがあるおかげで縦モードの寄与がでてくる。 https://t.co/IWHVJCuNVt	2019/6/30 7:17	https://arxiv.org/abs/1906.06395	Scattering theory of the screened Casimir interaction in electrolytes	"We apply the scattering approach to the Casimir interaction between twodielectric half-spaces separated by an electrolyte solution. We take thenonlocal electromagnetic response of the intervening medium into account, whichresults from the presence of movable ions in solution. In addition to the usualtransverse modes, we consider longitudinal channels and their coupling byreflection at the surface of the local dielectric. The Casimir interactionenergy is calculated from the matrix describing a round-trip of coupledtransverse and longitudinal waves between the interacting surfaces. Thenonzero-frequency contributions are approximately unaffected by the presence ofions. We find, at zero frequency, a contribution from longitudinal channels,which is screened over a distance of the order of the Debye length, alongsidean unscreened term arising from transverse-magnetic modes. The latter definesthe long-distance asymptotic limit for the interaction."	Mesoscale and Nanoscale Physics (cond-mat.mes-hall)	Quantum Physics (quant-ph)
q9ac	將籠林檎 / ??	278	228	量子論における時間の矢の問題。コヒーレント状態のエントロピーが時間とともに増大していくことを示している⇔時間には向きがある https://t.co/pVBTRfK5ha	2019/6/30 7:24	https://arxiv.org/abs/1906.11712	A Theory for Time Arrow	"Physical laws for elementary particles can be described by the quantumdynamics equation given a Hamiltonian. The solution are probability amplitudesin Hilbert space that evolve over time. A probability density function overposition and time is given as the magnitude square of such probabilityamplitude. An entropy can be associated with these probability densitiescharacterizing the position information of a particle. Coherent states arelocalized wave packets and may describe the spatial distribution for someparticle states. We show that due to a dispersion property of Hamiltonians inquantum physics, the entropy of coherent states increases over time. Weinvestigate a partition of the Hilbert space into four sets based on whetherthe entropy is (i) increasing but not constant, (ii) decreasing but notconstant, (iii) constant, (iv) oscillating.We then postulate that quantum theory of elementary particles is equippedwith a law that entropy (weakly) increases in time and thus states in set (ii)are disallowed, and the states in set (iii) can not complete an oscillationperiod. There is a key role of the conjugate process transforming states thatare allowed into states that are not, and vice-versa.Then, according to this law, quantum theory is not time reversible unless thestate is in the partition (iii), e.g., stationary states (eigentstates of theHamiltonian). This law in quantum theory limits physical scenarios beyondconservation laws, providing causality reasoning by defining an arrow of time."	Quantum Physics (quant-ph)	
