user_id	user_name	follower	following	tweet	date	arxiv_url	arxiv_title	arxiv_abstract	arxiv_p_subject	arxiv_s_subject
akihiro_akichan	akihiro_f	122	118	https://t.co/cYf0mKYOMC 印象の残りやすさを調整できる機構GANalyzeを提案。生成器Gと印象度検査器Aを固定し、調整したいパラメータaと潜在変数zの埋め込み器Tを学習させ、zが固定なのでaを調整すれば同じ構図で印象に残りやすい画像を生成できる。 https://t.co/KbyiCTk1RS	2019/7/2 8:23	https://arxiv.org/abs/1906.10112	GANalyze: Toward Visual Definitions of Cognitive Image Properties	"We introduce a framework that uses Generative Adversarial Networks (GANs) tostudy cognitive properties like memorability, aesthetics, and emotionalvalence. These attributes are of interest because we do not have a concretevisual definition of what they entail. What does it look like for a dog to bemore or less memorable? GANs allow us to generate a manifold of natural-lookingimages with fine-grained differences in their visual attributes. By navigatingthis manifold in directions that increase memorability, we can visualize whatit looks like for a particular generated image to become more or lessmemorable. The resulting ``visual definitions"" surface image properties (like``object size"") that may underlie memorability. Through behavioral experiments,we verify that our method indeed discovers image manipulations that causallyaffect human memory performance. We further demonstrate that the same frameworkcan be used to analyze image aesthetics and emotional valence. Visit theGANalyze website at this http URL."	Computer Vision and Pattern Recognition (cs.CV)	
TalesOfOdajun	TalesOfOdajun	165	221	読む https://t.co/7MOrnhSH4o	2019/7/2 9:23	https://arxiv.org/abs/1903.10970	Apache Hive: From MapReduce to Enterprise-grade Big Data Warehousing	Apache Hive is an open-source relational database system for analyticbig-data workloads. In this paper we describe the key innovations on thejourney from batch tool to fully fledged enterprise data warehousing system. Wepresent a hybrid architecture that combines traditional MPP techniques withmore recent big data and cloud concepts to achieve the scale and performancerequired by today's analytic applications. We explore the system by detailingenhancements along four main axis: Transactions, optimizer, runtime, andfederation. We then provide experimental results to demonstrate the performanceof the system for typical workloads and conclude with a look at the communityroadmap.	Databases (cs.DB)	
icoxfog417	piqcy	8,884	127	失われた言語の解読(翻訳)を行う研究。失われている故に大規模なコーパスは使えないので、同族言語とのアライメントを手がかりに翻訳を行なっている。具体的には、既知の同族言語における文字の並び/単語の出現確率で制約をかけて生成を行なっている。  https://t.co/wyBQd6rOkR	2019/7/2 9:34	https://arxiv.org/abs/1906.06718	Neural Decipherment via Minimum-Cost Flow: from Ugaritic to Linear B	In this paper we propose a novel neural approach for automatic deciphermentof lost languages. To compensate for the lack of strong supervision signal, ourmodel design is informed by patterns in language change documented inhistorical linguistics. The model utilizes an expressive sequence-to-sequencemodel to capture character-level correspondences between cognates. Toeffectively train the model in an unsupervised manner, we innovate the trainingprocedure by formalizing it as a minimum-cost flow problem. When applied to thedecipherment of Ugaritic, we achieve a 5.5% absolute improvement overstate-of-the-art results. We also report the first automatic results indeciphering Linear B, a syllabic language related to ancient Greek, where ourmodel correctly translates 67.3% of cognates.	Computation and Language (cs.CL)	
saeeeeru	さえない / Saeru Yamamuro	1,646	482	"『ザ・フォーミュラ』の著者であるバラバシの研究グループが""サッカー選手を評価する専門家の能力""について分析した論文。 https://t.co/RX99b4iXKv"	2019/7/2 9:36	https://arxiv.org/abs/1712.02224	Human Perception of Performance	Humans are routinely asked to evaluate the performance of other individuals,separating success from failure and affecting outcomes from science toeducation and sports. Yet, in many contexts, the metrics driving the humanevaluation process remain unclear. Here we analyse a massive dataset capturingplayers' evaluations by human judges to explore human perception of performancein soccer, the world's most popular sport. We use machine learning to design anartificial judge which accurately reproduces human evaluation, allowing us todemonstrate how human observers are biased towards diverse contextual features.By investigating the structure of the artificial judge, we uncover the aspectsof the players' behavior which attract the attention of human judges,demonstrating that human evaluation is based on a noticeability heuristic whereonly feature values far from the norm are considered to rate an individual'sperformance.	Physics and Society (physics.soc-ph)	Artificial Intelligence (cs.AI);Data Analysis, Statistics and Probability (physics.data-an);Applications (stat.AP)
Ryuhei_Mori	Mori	100	50	グラフの彩色数が O(1.9140^n)時間の量子アルゴリズムで計算できるというお話。 https://t.co/flRkOBKJyY 古典アルゴリズムでは branching が包除原理に負けることが多いけど、量子アルゴリズムでは逆転できる。 量子アルゴリズムなんも知らなくても、古典アルゴリズムが好きなら参戦できるので是非。	2019/7/2 10:00	https://arxiv.org/abs/1907.00529	Exponential-time quantum algorithms for graph coloring problems	The fastest known classical algorithm deciding the $k$-colorability of$n$-vertex graph requires running time $\Omega(2^n)$ for $k\ge 5$. In thiswork, we present an exponential-space quantum algorithm computing the chromaticnumber with running time $O(1.9140^n)$ using quantum random access memory(QRAM). Our approach is based on Ambainis et al's quantum dynamic programmingwith applications of Grover's search to branching algorithms. We also present apolynomial-space quantum algorithm not using QRAM for the graph $20$-coloringproblem with running time $O(1.9575^n)$. In the polynomial-space quantumalgorithm, we essentially show $(4-\epsilon)^n$-time classical algorithms thatcan be improved quadratically by Grover's search.	Data Structures and Algorithms (cs.DS)	Quantum Physics (quant-ph)
qard_t	T-QARD channel	516	0	論文はこちら https://t.co/MButwL5k8L https://t.co/mT86T0CzSC	2019/7/2 10:38	https://arxiv.org/abs/1907.00707	Quantum-Assisted Genetic Algorithm	Genetic algorithms, which mimic evolutionary processes to solve optimizationproblems, can be enhanced by using powerful semi-local search algorithms asmutation operators. Here, we introduce reverse quantum annealing, a class ofquantum evolutions that can be used for performing families of quasi-local orquasi-nonlocal search starting from a classical state, as novel sources ofmutations. Reverse annealing enables the development of genetic algorithms thatuse quantum fluctuation for mutations and classical mechanisms for thecrossovers -- we refer to these as Quantum-Assisted Genetic Algorithms (QAGAs).We describe a QAGA and present experimental results using a D-Wave 2000Qquantum annealing processor. On a set of spin-glass inputs, standard (forward)quantum annealing finds good solutions very quickly but struggles to findglobal optima. In contrast, our QAGA proves effective at finding global optimafor these inputs. This successful interplay of non-local classical and quantumfluctuations could provide a promising step toward practical applications ofNoisy Intermediate-Scale Quantum (NISQ) devices for heuristic discreteoptimization.	Quantum Physics (quant-ph)	Neural and Evolutionary Computing (cs.NE)
whisponchan	NoriakiOshita	1,671	719	@AskOkra ソースドメインとターゲットドメインの分布のposterior ratioというのを定義して、その値を訓練することによって転移学習するのは、定式化も綺麗なのでいいと思います。 https://t.co/Su7L8sD3to こちらはチョットテクニカルですが最近の傾向を知るのに良いと思います。 https://t.co/KsQfgagGLs	2019/7/2 10:52	https://arxiv.org/abs/1506.02784	Estimating Posterior Ratio for Classification: Transfer Learning from Probabilistic Perspective	Transfer learning assumes classifiers of similar tasks share certainparameter structures. Unfortunately, modern classifiers uses sophisticatedfeature representations with huge parameter spaces which lead to costlytransfer. Under the impression that changes from one classifier to anothershould be ``simple'', an efficient transfer learning criteria that only learnsthe ``differences'' is proposed in this paper. We train a \emph{posteriorratio} which turns out to minimizes the upper-bound of the target learningrisk. The model of posterior ratio does not have to share the same parameterspace with the source classifier at all so it can be easily modelled andefficiently trained. The resulting classifier therefore is obtained by simplymultiplying the existing probabilistic-classifier with the learned posteriorratio.	Machine Learning (stat.ML)	Machine Learning (cs.LG)
norita113	nrt@ブルベ冬	710	827	え？まじ？ / [1907.00015] Dark matter heating of gas accreting onto Sgr A$^*$ - https://t.co/NMEv55YkZh	2019/7/2 10:56	https://arxiv.org/abs/1907.00015	Dark matter heating of gas accreting onto Sgr A$^*$	We study effects of heating by dark matter (DM) annihilation on black holegas accretion. We observe that, for reasonable assumptions about DM densitiesin spikes around supermassive black holes, as well as DM masses andannihilation cross-sections within the standard WIMP model, heating by DMannihilation may have an appreciable effect on the accretion onto Sgr A$^*$ inthe Galactic center. Motivated by this observation we study the effects of suchheating on Bondi accretion, i.e. spherically symmetric, steady-state Newtonianaccretion onto a black hole. We consider different adiabatic indices for thegas, and different power-law exponents for the DM density profile. We find thattypical transonic solutions with heating have a significantly reduced accretionrate. However, for many plausible parameters, transonic solutions do not exist,suggesting a breakdown of the underlying assumptions of steady-state Bondiaccretion. Our findings indicate that heating by DM annihilation may play animportant role in the accretion onto supermassive black holes at the center ofgalaxies, and may help explain the low accretion rate observed for Sgr A$^*$.	High Energy Astrophysical Phenomena (astro-ph.HE)	General Relativity and Quantum Cosmology (gr-qc)
esXFdfOJxiGBFLx	人工知能 Deep Learning AI image medical machine learni	858	1,901	皮膚領域のsegmentationに関するarXivです。 少し珍しいのは皮膚を撮影する装置に組み込めるようにパラメータを削減したGANを提案している点である。ボトルネックをなくし、位置とchannel attentionを追加することでパラメータを削減しつつ、既存より性能を出している。 https://t.co/E8NMLSODVk	2019/7/2 10:58	https://arxiv.org/abs/1907.00856	MobileGAN: Skin Lesion Segmentation Using a Lightweight Generative Adversarial Network	Skin lesion segmentation in dermoscopic images is a challenge due to theirblurry and irregular boundaries. Most of the segmentation approaches based ondeep learning are time and memory consuming due to the hundreds of millions ofparameters. Consequently, it is difficult to apply them to real dermatoscopedevices with limited GPU and memory resources. In this paper, we propose alightweight and efficient Generative Adversarial Networks (GAN) model, calledMobileGAN for skin lesion segmentation. More precisely, the MobileGAN combines1D non-bottleneck factorization networks with position and channel attentionmodules in a GAN model. The proposed model is evaluated on the test dataset ofthe ISBI 2017 challenges and the validation dataset of ISIC 2018 challenges.Although the proposed network has only 2.35 millions of parameters, it is stillcomparable with the state-of-the-art. The experimental results show that ourMobileGAN obtains comparable performance with an accuracy of 97.61%.	Image and Video Processing (eess.IV)	Computer Vision and Pattern Recognition (cs.CV)
Ryuhei_Mori	Mori	100	50	短い。https://t.co/D6RMM3HDeX	2019/7/2 11:07	https://arxiv.org/abs/1907.00847	Induced subgraphs of hypercubes and a proof of the Sensitivity Conjecture	In this paper, we show that every $(2^{n-1}+1)$-vertex induced subgraph ofthe $n$-dimensional cube graph has maximum degree at least $\sqrt{n}$. Thisresult is best possible, and improves a logarithmic lower bound shown by Chung,Füredi, Graham and Seymour in 1988. As a direct consequence, we prove thatthe sensitivity and degree of a boolean function are polynomially related,solving an outstanding foundational problem in theoretical computer science,the Sensitivity Conjecture of Nisan and Szegedy.	Combinatorics (math.CO)	Computational Complexity (cs.CC)
ueda_physics	Shu	1,116	1,148	Higgs inflation の一種でアクシオンの質量などを計算してみた, scalar-to-tensor ratio が 1e-12 くらいになるのが特徴 https://t.co/wmdeGiDvrt	2019/7/2 11:22	https://arxiv.org/abs/1906.11837	Axion dark matter from Higgs inflation with an intermediate $H_*$	In order to accommodate the QCD axion as the dark matter (DM) in a model inwhich the Peccei-Quinn (PQ) symmetry is broken before the end of inflation, arelatively low scale of inflation has to be invoked in order to avoid boundsfrom DM isocurvature fluctuations. We construct a simple model in which theStandard Model Higgs field is non-minimally coupled to gravity and acts as theinflaton, leading to a scale of inflation $H_* \sim 10^8\,$GeV. When the PQsymmetry is incorporated in the model and the energy scale at which thesymmetry breaks is much larger than the scale of inflation, we find that inthis scenario the required axion mass for which the axion constitutes all DM is$m_0 \lesssim 0.05{\rm \,\mu eV}$ for a quartic Higgs self-coupling$\lambda_\phi = 0.1$, which correspond to the PQ breaking scale $v_\sigma\gtrsim 10^{14}\,$GeV and tensor-to-scalar ratio $r \sim 10^{-12}$. Futureexperiments sensitive to the relevant QCD axion mass scale can therefore shedlight on the physics of the Universe before the end of inflation.	Cosmology and Nongalactic Astrophysics (astro-ph.CO)	General Relativity and Quantum Cosmology (gr-qc);High Energy Physics - Phenomenology (hep-ph)
ueda_physics	Shu	1,116	1,148	Configuration entropy の最小値とダークエネルギーの状態方程式・パラメータの関係から, 後者に制約を付けられるかもしれない https://t.co/gKwPLE5ToQ	2019/7/2 11:22	https://arxiv.org/abs/1907.00331	Can we constrain the dark energy equation of state parameters using configuration entropy?	We propose a new scheme for constraining the dark energy equation of stateparameter/parameters based on the study of the evolution of the configurationentropy. We analyze a set of one parameter and two parameter dynamical darkenergy models and find that the derivative of the configuration entropy in allthe dynamical dark energy models exhibit a minimum. The magnitude of theminimum of the entropy rate is decided by both the form of the equation ofstate as well as the parameters associated with it. The location of the minimumof the entropy rate is less sensitive to the equation of state and dependsmainly on its parameters. We determine the best fit equations for the locationand magnitude of the minimum of the entropy rate in terms of theparameter/parameters of the dark energy equation of state. These relationswould allow us to constrain the dark energy equation of stateparameter/parameters for any given parametrization provided the evolution ofthe configuration entropy in the Universe is known from observations.	Cosmology and Nongalactic Astrophysics (astro-ph.CO)	
osciiart	OsciiArt◆SPNEXTcRxQ	1,905	1,166	元々軽量なモデルを作るためにdistillationは提案されているが同じサイズで高性能のモデルを使うために利用することはBorn Again Network (BAN) で提案されている。ただしpseudo labeling がhard targetを使うに対しBANは原則soft targetを使う等ところどころ異なる。 https://t.co/KU9IjCAANN	2019/7/2 12:15	https://arxiv.org/abs/1805.04770	Born Again Neural Networks	Knowledge distillation (KD) consists of transferring knowledge from onemachine learning model (the teacher}) to another (the student). Commonly, theteacher is a high-capacity model with formidable performance, while the studentis more compact. By transferring knowledge, one hopes to benefit from thestudent's compactness. %we desire a compact model with performance close to theteacher's. We study KD from a new perspective: rather than compressing models,we train students parameterized identically to their teachers. Surprisingly,these {Born-Again Networks (BANs), outperform their teachers significantly,both on computer vision and language modeling tasks. Our experiments with BANsbased on DenseNets demonstrate state-of-the-art performance on the CIFAR-10(3.5%) and CIFAR-100 (15.5%) datasets, by validation error. Additionalexperiments explore two distillation objectives: (i) Confidence-Weighted byTeacher Max (CWTM) and (ii) Dark Knowledge with Permuted Predictions (DKPP).Both methods elucidate the essential components of KD, demonstrating a role ofthe teacher outputs on both predicted and non-predicted classes. We presentexperiments with students of various capacities, focusing on the under-exploredcase where students overpower teachers. Our experiments show significantadvantages from transferring knowledge between DenseNets and ResNets in eitherdirection.	Machine Learning (stat.ML)	Artificial Intelligence (cs.AI);Machine Learning (cs.LG)
Kenji_Sugisaki	杉﨑 研司 (Kenji Sugisaki)	360	127	Computational Chemistry on Quantum Computers: Ground state estimation https://t.co/Zd6oEaMG5I あとで読む	2019/7/2 13:16	https://arxiv.org/abs/1907.00362	Computational Chemistry on Quantum Computers: Ground state estimation	We present computational chemistry data for small molecules ($CO$, $HCl$,$F_2$, $NH_4^+$, $CH_4$, $NH_{3}$, $H_3O^+$, $H{_2}O$, $BeH_{2}$, $LiH$,$OH^-$, $HF$, $HeH^+$, $H_2$), obtained by implementing the Unitary CoupledCluster method with Single and Double excitations (UCCSD) on a quantum computersimulator. We have used the Variational Quantum Eigensolver (VQE) algorithm toextract the ground state energies of these molecules. This energy datarepresents the expected ground state energy that a quantum computer willproduce for the given molecules, on the STO-3G basis. Since there is a lot ofinterest in the implementation of UCCSD on quantum computers, we hope that ourwork will serve as a benchmark for future experimental implementations.	Quantum Physics (quant-ph)	Materials Science (cond-mat.mtrl-sci)
hillbig	Daisuke Okanohara	15,910	254	画像に対する敵対的摂動で人間に差がわからない変化で予測ラベルが変わるのは、ノイズや過学習のせいではなく、人間には認識できない汎化可能な特徴を捉えているためであり、実際得られた特徴を使った分類は他のデータセットにも汎化する。https://t.co/1YdGJ02BSe	2019/7/2 13:19	https://arxiv.org/abs/1905.02175	Adversarial Examples Are Not Bugs, They Are Features	Adversarial examples have attracted significant attention in machinelearning, but the reasons for their existence and pervasiveness remain unclear.We demonstrate that adversarial examples can be directly attributed to thepresence of non-robust features: features derived from patterns in the datadistribution that are highly predictive, yet brittle and incomprehensible tohumans. After capturing these features within a theoretical framework, weestablish their widespread existence in standard datasets. Finally, we presenta simple setting where we can rigorously tie the phenomena we observe inpractice to a misalignment between the (human-specified) notion of robustnessand the inherent geometry of the data.	Machine Learning (stat.ML)	Cryptography and Security (cs.CR);Computer Vision and Pattern Recognition (cs.CV);Machine Learning (cs.LG)
esXFdfOJxiGBFLx	人工知能 Deep Learning AI image medical machine learni	858	1,901	Adversarial Exampleに対してモデルではなく、データセットで対策を行うという考えのarXivです。Adversarial Exampleは専門ではなかったけどこれは面白いと思った。ロバストと非ロバストは面白いな。 https://t.co/iHBDbYzxTo	2019/7/2 15:22	https://arxiv.org/abs/1905.02175	Adversarial Examples Are Not Bugs, They Are Features	Adversarial examples have attracted significant attention in machinelearning, but the reasons for their existence and pervasiveness remain unclear.We demonstrate that adversarial examples can be directly attributed to thepresence of non-robust features: features derived from patterns in the datadistribution that are highly predictive, yet brittle and incomprehensible tohumans. After capturing these features within a theoretical framework, weestablish their widespread existence in standard datasets. Finally, we presenta simple setting where we can rigorously tie the phenomena we observe inpractice to a misalignment between the (human-specified) notion of robustnessand the inherent geometry of the data.	Machine Learning (stat.ML)	Cryptography and Security (cs.CR);Computer Vision and Pattern Recognition (cs.CV);Machine Learning (cs.LG)
akashi_akatsuki	明石暁	426	593	Recent Trends in Deep Learning Based Natural Language Processing https://t.co/U9lvS8LhWg  2017年のだけど読むか…	2019/7/2 15:56	https://arxiv.org/abs/1708.02709	Recent Trends in Deep Learning Based Natural Language Processing	Deep learning methods employ multiple processing layers to learn hierarchicalrepresentations of data and have produced state-of-the-art results in manydomains. Recently, a variety of model designs and methods have blossomed in thecontext of natural language processing (NLP). In this paper, we reviewsignificant deep learning related models and methods that have been employedfor numerous NLP tasks and provide a walk-through of their evolution. We alsosummarize, compare and contrast the various models and put forward a detailedunderstanding of the past, present and future of deep learning in NLP.	Computation and Language (cs.CL)	
hobbymath2020	hobbymath	81	55	新しいプレプリントをアップしました。 https://t.co/fZ4WciPrEI  カルバックライブラーダイバージェンスの下限が、分布の平均値と分散で決まることを示したものです。 ベルヌーイ分布に対しては、等号が成立します。	2019/7/2 16:27	https://arxiv.org/abs/1907.00288	A New Lower Bound for Kullback-Leibler Divergence Based on Hammersley-Chapman-Robbins Bound	In this paper, we derive a useful lower bound for the Kullback-Leiblerdivergence (KL-divergence) based on the Hammersley-Chapman-Robbins bound(HCRB). The HCRB states that the variance of an estimator is bounded from belowby the Chi-square divergence and the expectation value of the estimator. Byusing the relation between the KL-divergence and the Chi-square divergence, weshow that the lower bound for the KL-divergence which only depends on theexpectation value and the variance of a function we choose. We show that theequality holds for the Bernoulli distributions and show that the inequalityconverges to the Cramér-Rao bound when two distributions are very close.Furthermore, we describe application examples and examples of numericalcalculation.	Statistics Theory (math.ST)	Information Theory (cs.IT);Machine Learning (stat.ML)
atushiTAKEDA	武田敦志	77	36	@chokudai 競プロ界隈での著作権は把握していないのですが、情報処理学会だと、著作者の権利（第５条）として規定してます。 https://t.co/Ud1tD1Hx2K  arxivだと、arxvi側の権利を規定しています。 https://t.co/eSiS1ctkWO  こんな感じで、著作権を持たない側の権利を明記した方がいいかなと思います。	2019/7/2 18:32					
Q7Xf5U4TpGCMDjG	ほ(研究)	0	0	https://t.co/6dgO3MVqOE  https://t.co/QT5Zqs9neq アイスホッケーでの行動認識を行う研究 Keypoint+Optical Flowを用いることで従来手法よりも精度が向上している。 keypointとして関節点の他にアイスホッケーのスティックの始点、終点を加えている。 https://t.co/siSjNhTKB0	2019/7/2 18:51	https://arxiv.org/abs/1812.09533	Temporal Hockey Action Recognition via Pose and Optical Flows	Recognizing actions in ice hockey using computer vision poses challenges dueto bulky equipment and inadequate image quality. A novel two-stream frameworkhas been designed to improve action recognition accuracy for hockey using threemain components. First, pose is estimated via the Part Affinity Fields model toextract meaningful cues from the player. Second, optical flow (usingLiteFlowNet) is used to extract temporal features. Third, pose and optical flowstreams are fused and passed to fully-connected layers to estimate the hockeyplayer's action. A novel publicly available dataset named HARPET (Hockey ActionRecognition Pose Estimation, Temporal) was created, composed of sequences ofannotated actions and pose of hockey players including their hockey sticks asan extension of human body pose. Three contributions are recognized. (1) Thenovel two-stream architecture achieves 85% action recognition accuracy, withthe inclusion of optical flows increasing accuracy by about 10%. (2) The uniquelocalization of hand-held objects (e.g., hockey sticks) as part of poseincreases accuracy by about 13%. (3) For pose estimation, a bigger and moregeneral dataset, MSCOCO, is successfully used for transfer learning to asmaller and more specific dataset, HARPET, achieving a PCKh of 87%.	Computer Vision and Pattern Recognition (cs.CV)	
Pechod_dynol	sepia	618	644	https://t.co/dYymFxo5rh Scheme representation for first-order logic   これのこと？	2019/7/2 19:11	https://arxiv.org/abs/1402.2600	Scheme representation for first-order logic	"Although contemporary model theory has been called ""algebraic geometry minusfields"", the formal methods of the two fields are radically different. Thisdissertation aims to shrink that gap by presenting a theory of logical schemes,geometric entities which relate to first-order logical theories in much thesame way that algebraic schemes relate to commutative rings.The construction relies on a Grothendieck-style representation theorem whichassociates every coherent or classical first-order theory with an affinescheme: a topological groupoid (the spectrum of the theory) together with asheaf of (local) syntactic categories. The groupoid is constructed from thesemantics of the theory (models and isomorphisms) and topologized using aStone-type construction. The sheaf of categories can be regarded as a logicaltheory varying over the spectrum, and its global sections recover the theory upto semantic equivalence. These affine pieces can be glued together to give moregeneral logical schemes and these are studied using methods from algebraicgeometry. The final chapter also presents some connections between schemes andother areas of logic such as model theory, type theory and topos theory."	Logic (math.LO)	Algebraic Geometry (math.AG);Category Theory (math.CT)
shiku0304	しく	85	57	平坦な空間じゃないとカーネルが正定値にならないことに気付かなかった僕が馬鹿でした。一週間分の仕事が無駄になりましたが、妙にスッキリしました。 https://t.co/BlDa1OmHbI	2019/7/2 20:37	https://arxiv.org/abs/1411.0296	Geodesic Exponential Kernels: When Curvature and Linearity Conflict	We consider kernel methods on general geodesic metric spaces and provide bothnegative and positive results. First we show that the common Gaussian kernelcan only be generalized to a positive definite kernel on a geodesic metricspace if the space is flat. As a result, for data on a Riemannian manifold, thegeodesic Gaussian kernel is only positive definite if the Riemannian manifoldis Euclidean. This implies that any attempt to design geodesic Gaussian kernelson curved Riemannian manifolds is futile. However, we show that for spaces withconditionally negative definite distances the geodesic Laplacian kernel can begeneralized while retaining positive definiteness. This implies that geodesicLaplacian kernels can be generalized to some curved spaces, including spheresand hyperbolic spaces. Our theoretical results are verified empirically.	Machine Learning (cs.LG)	Computer Vision and Pattern Recognition (cs.CV)
daigo_hirooka	Daigo	97	560	いい表現を得るためにはinductive biasが重要ってICML2019のbest paperでも言ってましたね。 https://t.co/mF8iF9JPdK https://t.co/IE3a1UACOt	2019/7/2 20:42	https://arxiv.org/abs/1811.12359	Challenging Common Assumptions in the Unsupervised Learning of Disentangled Representations	The key idea behind the unsupervised learning of disentangled representationsis that real-world data is generated by a few explanatory factors of variationwhich can be recovered by unsupervised learning algorithms. In this paper, weprovide a sober look at recent progress in the field and challenge some commonassumptions. We first theoretically show that the unsupervised learning ofdisentangled representations is fundamentally impossible without inductivebiases on both the models and the data. Then, we train more than 12000 modelscovering most prominent methods and evaluation metrics in a reproduciblelarge-scale experimental study on seven different data sets. We observe thatwhile the different methods successfully enforce properties ``encouraged'' bythe corresponding losses, well-disentangled models seemingly cannot beidentified without supervision. Furthermore, increased disentanglement does notseem to lead to a decreased sample complexity of learning for downstream tasks.Our results suggest that future work on disentanglement learning should beexplicit about the role of inductive biases and (implicit) supervision,investigate concrete benefits of enforcing disentanglement of the learnedrepresentations, and consider a reproducible experimental setup coveringseveral data sets.	Machine Learning (cs.LG)	Artificial Intelligence (cs.AI);Machine Learning (stat.ML)
allowfirm	allowfirm	12	37	@shion_honda はじめまして。式10.41のハッチング箇所は「LSTM: A Search Space Odyssey」( https://t.co/p0y5PsKuxV )ですと、p.2の「g」に対応すると思いますが、たしかに図1でもgは「usually tanh」と記載されていました。式10.42の方がシグモイドですから、その相方はtanhが一般的なように思われます。	2019/7/2 21:52	https://arxiv.org/abs/1503.04069	LSTM: A Search Space Odyssey	Several variants of the Long Short-Term Memory (LSTM) architecture forrecurrent neural networks have been proposed since its inception in 1995. Inrecent years, these networks have become the state-of-the-art models for avariety of machine learning problems. This has led to a renewed interest inunderstanding the role and utility of various computational components oftypical LSTM variants. In this paper, we present the first large-scale analysisof eight LSTM variants on three representative tasks: speech recognition,handwriting recognition, and polyphonic music modeling. The hyperparameters ofall LSTM variants for each task were optimized separately using random search,and their importance was assessed using the powerful fANOVA framework. Intotal, we summarize the results of 5400 experimental runs ($\approx 15$ yearsof CPU time), which makes our study the largest of its kind on LSTM networks.Our results show that none of the variants can improve upon the standard LSTMarchitecture significantly, and demonstrate the forget gate and the outputactivation function to be its most critical components. We further observe thatthe studied hyperparameters are virtually independent and derive guidelines fortheir efficient adjustment.	Neural and Evolutionary Computing (cs.NE)	Machine Learning (cs.LG)
MomonariKudo	工藤 桃成 Momonari Kudo	237	186	"論文""Algorithmic study of superspecial hyperelliptic curves over finite fields"" (with Shushi Harashita)をarXivに公開しました。 https://t.co/9cDdmqX05F 一般種数の超楕円曲線のうちsuperspecialなものを数え上げるアルゴリズムと、超楕円曲線の自己同型群を計算するアルゴリズムを提案。"	2019/7/2 22:08	https://arxiv.org/abs/1907.00894	Algorithmic study of superspecial hyperelliptic curves over finite fields	This paper presents algorithmic approaches to study superspecialhyperelliptic curves. The algorithms proposed in this paper are: an algorithmto enumerate superspecial hyperelliptic curves of genus $g$ over finite fields$\mathbb{F}_q$, and an algorithm to compute the automorphism group of a (notnecessarily superspecial) hyperelliptic curve over finite fields. The firstalgorithm works for any $(g,q)$ such that $q$ and $2g+2$ are coprime and$q>2g+1$. As an application, we enumerate superspecial hyperelliptic curves ofgenus $g=4$ over $\mathbb{F}_{p}$ for $11 \leq p \leq 23$ and over$\mathbb{F}_{p^2}$ for $11 \leq p \leq 19$ with our implementation on acomputer algebra system Magma. Moreover, we found maximal hyperelliptic curvesand minimal hyperelliptic curves over $\mathbb{F}_{p^2}$ from among enumeratedsuperspecial ones. The second algorithm computes an automorphism as a concreteelement in (a quotient of) a linear group in the general linear group of degree$2$.	Algebraic Geometry (math.AG)	Number Theory (math.NT)
re_hako_moon	はこつき＠VR	43	49	https://t.co/NKkjbUZ5e1 教師なし学習で三次元特徴点の検出器を学習。点群データセット中のモデルをランダムに剛体変換し、その剛体変換前後で変わらず検出できるような特徴点を検出する。一度局所点群から特徴点を計算し、改めて特徴点同士の相対位置を考慮して最終的な特徴点と信頼度を出力する。	2019/7/2 22:12	https://arxiv.org/abs/1904.00229	USIP: Unsupervised Stable Interest Point Detection from 3D Point Clouds	In this paper, we propose the USIP detector: an Unsupervised Stable InterestPoint detector that can detect highly repeatable and accurately localizedkeypoints from 3D point clouds under arbitrary transformations without the needfor any ground truth training data. Our USIP detector consists of a featureproposal network that learns stable keypoints from input 3D point clouds andtheir respective transformed pairs from randomly generated transformations. Weprovide degeneracy analysis of our USIP detector and suggest solutions toprevent it. We encourage high repeatability and accurate localization of thekeypoints with a probabilistic chamfer loss that minimizes the distancesbetween the detected keypoints from the training point cloud pairs. Extensiveexperimental results of repeatability tests on several simulated and real-world3D point cloud datasets from Lidar, RGB-D and CAD models show that our USIPdetector significantly outperforms existing hand-crafted and deeplearning-based 3D keypoint detectors. Our code is available at the projectwebsite. this https URL	Computer Vision and Pattern Recognition (cs.CV)	
akihiro_akichan	akihiro_f	122	118	https://t.co/hWzbQImOKV 画像中の重要人物を抽出するPOINTを提案。画像中の人物を全て抜き出した後にそれぞれの顔、周囲、位置の３つをまとめてCNNで特徴量化し、関係性を計算するRelation Moduleがコアか。Self-AttentionのようにQKVで関係性を取得するが３項の積でなくQV＋KVの定式化になっている。 https://t.co/5aezltGCqX	2019/7/2 22:22	https://arxiv.org/abs/1904.03632	Learning to Learn Relation for Important People Detection in Still Images	Humans can easily recognize the importance of people in social event images,and they always focus on the most important individuals. However, learning tolearn the relation between people in an image, and inferring the most importantperson based on this relation, remains undeveloped. In this work, we propose adeep imPOrtance relatIon NeTwork (POINT) that combines both relation modelingand feature learning. In particular, we infer two types of interaction modules:the person-person interaction module that learns the interaction between peopleand the event-person interaction module that learns to describe how a person isinvolved in the event occurring in an image. We then estimate the importancerelations among people from both interactions and encode the relation featurefrom the importance relations. In this way, POINT automatically learns severaltypes of relation features in parallel, and we aggregate these relationfeatures and the person's feature to form the importance feature for importantpeople classification. Extensive experimental results show that our method iseffective for important people detection and verify the efficacy of learning tolearn relations for important people detection.	Computer Vision and Pattern Recognition (cs.CV)	
