user_id	user_name	follower	following	tweet	date
arXiv_0813	けい♪憐@iPhone5	32	8	＃パズドラ  フレンド募集中でさぁ♪IDは189223408！	2019-11-14 08:00:45
hillbig	Daisuke Okanohara	17181	261	NNのハイパーパラメータの勾配は、陰関数微分経由でパラメータについてのヘシアンの逆行列が求まれば計算できる。この逆行列はノイマン級数とVJPを使って定数のメモリと固定の計算時間で求められる。数百万個のハイパーパラメータも効率的に最適化できる https://t.co/mVBr9VSrgl	2019-11-14 07:52:25
tweet_nakasho	中の人はダンブルドア	644	744	クロスカントリーで勝つことを予測するCombinatorial/probabilistic modelsという新手法。いろんな手法があるんだなー https://t.co/SXDA3trZJ8	2019-11-14 07:28:50
tweet_nakasho	中の人はダンブルドア	644	744	人工衛星のデータから機械学習を使って太陽放射強度の予測をした論文...なんか太陽関連の論文が立て続けに出てる！？ https://t.co/3hfkx7YX1j	2019-11-14 07:28:39
tweet_nakasho	中の人はダンブルドア	644	744	MM-PCA(, Multi-group Multi-view Principal Component Analysis)という、データインテグレーションの新手法を考案。 ふむふむ。 https://t.co/LbuY7GIm6U	2019-11-14 07:28:28
tweet_nakasho	中の人はダンブルドア	644	744	clustered ガウス過程　なるものを使って、太陽の放射強度の大規模データをモデリングしたお話。 ガウス過程の勉強をしよう。 https://t.co/OMqVHMQ4Ln	2019-11-14 07:28:16
dakuton	Yuji Tokuda	380	280	出力をタスクの数だけ分岐させるのではなく、Batch NormとReluの間にタスクルーティング層(乱数でマスク決定)を追加してマルチタスク学習。違うデータセットの分類タスクを同時に解いて実験。用途は複数タスクのパラメータ圧縮とかか？ Many Task Learning with Task Routing https://t.co/CXCHWfzdd6	2019-11-14 07:09:54
hillbig	Daisuke Okanohara	17181	261	ImageNetで学習させたモデルで大量の教師なしデータにラベルを付与し、それを元より大きなモデルでノイズを加えて再度学習させることを繰り返す。競争の激しいImageNet Top-1のSOTAを1%改善、ロバストネスが向上し特に難しいデータセット(ImageNet-A)を17%から74%に改善。 https://t.co/M0wuA332B8	2019-11-14 07:04:11
p_shiko	ぴーしこ@危険物取扱者	83	382	https://t.co/61tJQ3pR5l labelだけでDetectionする弱教師学習のタスクはregion選択が課題。SelectiveSearchで提案された領域を除いた画像群を用いてclassifierを学習し低スコアの領域を候補とするCAPlabelingと, pos areaに対し空間的に距離のある領域を利用しないSRNlabelingによりSOTAを達成 https://t.co/nPXk5GTHiQ	2019-11-14 04:02:45
TodayInsane	砂時計	81	93	研究についても本で学ぼうみたいなスタンス取りたいとしたら当たり前となった考え方の現論文を読むことになってくる   https://t.co/Axtk1sQ1gH	2019-11-14 02:30:53
koshian2	しこあん@『モザイク除去本』好評通販中	2597	2467	Spectral Representations for Convolutional Neural Networks https://t.co/9sXSEBPmuo ここにあった	2019-11-14 02:24:11
tknbn	tknbn(プライベート。所属とは無関係)	622	286	メモ：もういちどそういうつもりで読む   https://t.co/LO0Wfm7wWw	2019-11-14 00:34:19
_Tappuri	うきうき	276	276	アイエエエからarXivもどきに投稿してくれとかいうメール来た	2019-11-14 00:20:11
ultimatile	Katabiranotsuji しろっこー	2000	2007	@ShIma_Megagauss @QM_phys_kyoto ついでにですが前々ボスに「frustrationって超伝導と関連したりしないんスか」って聞いたときに「僕はよくわからないけど」と言いながら教えてくれた文献情報です.  Quantum frustration in organic Mott insulators: from spin liquids to unconventional superconductors https://t.co/DfpA8zP4pe	2019-11-14 00:17:07
natsu_it	Natsuki	251	521	自分がアップロードしたわけではないんですが，arxivに上がっている論文をreferしていれば，そのページにcitationsとして載るんですね	2019-11-14 00:08:18
natsu_it	Natsuki	251	521	arxivデビューしていたことが今更わかった．	2019-11-14 00:06:56
KwhRd100	kwh_rd100	8	0	フロンティアの評価：アクティブ学習、モデル精度、多目的材料の発見と最適化　問題の非常に大きな一連の特性化されていない材料候補がある場合に、設計空間をより徹底的に検討するには、最大確率非支配(MPCD)戦略に基づいたパレートフロンティアの正確なキャプチャが重要。https://t.co/BR4BTSwYib	2019-11-14 00:05:11
ta_makino	まきの たかき🗽	1182	377	今年こそは論文出すと言っていた今年の抱負をなんとか達成しました。システム論文なので理論的な新しさはありませんが、この分野としてはブレイクスルーの結果です。 https://t.co/V0hmtZzP3j	2019-11-13 23:46:16
tknbn	tknbn(プライベート。所属とは無関係)	622	286	メモ：これだろうか？https://t.co/K0Ofozm0Df	2019-11-13 23:22:23
tknbn	tknbn(プライベート。所属とは無関係)	622	286	メモ：https://t.co/sS1Glo1QsF	2019-11-13 23:16:52
re_hako_moon	はこつき＠VR	315	367	https://t.co/P7y8qXdwy3 RGB-Dを用いた把持計画手法の提案。U-Net構造を基本としたいくつかのブランチ（RGB、Depth、DepthからのConfidence、背景抽出）で構成したネットワークを用いて、把持姿勢の角度とグリッパ幅、把持成功確率、DepthのInpaintingを推定するマルチモーダル学習を行う。	2019-11-13 22:37:55
nil_ina	ataronus	50	615	Pytorchの3DライブラリKaolinが登場 かお、りん…？気になる  https://t.co/KN6sbncwvd	2019-11-13 22:29:38
jinbeizame007	じんべえざめ	2134	649	@syuntoku14 正直、あまり理解出来ていません。ただ、DM Control Suiteの環境で画像を状態とした場合、D4PG(灰色の点線)とSAC(水色)では性能に大きな差が出ています。直感的ですが、n-step returnや分散化というよりは累積報酬を分布として捉えるとこが効いてるのかなと考えています。 https://t.co/tP7nrEY99i https://t.co/bg5d992SHH	2019-11-13 22:26:37
KI0TECH	KI⌬TECH@学会発表綱渡りbot	1223	1292	単層ダイヤ(diamane)、構造上不安定そうな気がするのに合成できたのすごいし、grapheneみたいな物性示すの面白いな  Synthesis and electronic structure characterization of diamane https://t.co/U3QoHIOiSd	2019-11-13 22:24:07
AkiraTOSEI	akira	655	1119	https://t.co/AtFkEgt5vb 物体検知に対するAdversarial Attackの研究。妨害するパッチを作って、それが別のモデルに有効かどうかを検証した。割りと攻撃自体は転移可能で図のように服に印刷しても有効。 https://t.co/ZPycwG4Wpa	2019-11-13 22:19:31
yoshiki_1122	よしきち2.0	89	323	そもそも略語なんて論文でほぼみないんだけど、どんな雑誌に載ってるの？arxivですらみたことないわ	2019-11-13 21:54:17
KI0TECH	KI⌬TECH@学会発表綱渡りbot	1223	1292	arXivだとまずいかな？	2019-11-13 21:46:05
Perfect_Insider	シータ	10691	242	マジック・ザ・ギャザリングがチューリング完全であり従って勝敗が決定不能問題であるという論文があったのだがこれは https://t.co/azjNDh6vJc	2019-11-13 21:44:52
Rodin_math	ロダンσ(二浪院試落ちバーチャル数学徒)	1329	1230	今の論文、明日もう一回チェック入れて、良さそうならarXivに出します。(途中3ヶ月くらいお互い放ってた時期はあったが)7ヶ月に渡る共同研究が終わった。無事平穏に終わって良かったです。	2019-11-13 21:25:01
q9ac	將籠林檎 / 𝓓	359	309	スピントルクでスピンバージョンのDicke superradiance的なことが起こるらしい。  そしてそれはこの頃ちょびっと流行りのreservoir computingに使えるかもしれないらしい https://t.co/mDHAbW0kXr	2019-11-13 20:58:35
q9ac	將籠林檎 / 𝓓	359	309	メタマテリアル上でのoptical bindingは回折限界を超える https://t.co/KR8uxzpwTv	2019-11-13 20:47:51
sinta0429	Shintaro	24	28	流し読み論文6 : https://t.co/mbz49MA7Dd . 低周波データ(LWAなど)の解析により, 100MHz以下の低周波での電波背景放射の超過を再確認. high-z由来の電波背景放射があればEDGESの深い吸収線に一役買っているかも, という話.	2019-11-13 20:22:21
nhayashi1994	nhayashi	216	77	@shibism なるほどです。ベクタ形式のほうがpdfビューワの拡大縮小に強いのでepsだめならpdfなイメージがわきました（arxivってeps以外受け付けますっけ……）	2019-11-13 20:19:11
jaguring1	小猫遊りょう（たかにゃし・りょう）	3572	198	凄い。今まで画像分類の正答率は上がり続けて、今回さらに、データセット「ImageNet」で正答率87.4%へ。さらに、複数の画像分類モデルがよく間違える自然な画像を7500枚集めたデータセット「ImageNet-A」で16.6%から74.2%へ大幅に向上（ラベルなしデータを活用） https://t.co/Rzfzqy15Pf https://t.co/iBRmndzk3E	2019-11-13 20:13:56
t_uemura669101	Taichi Uemura	487	228	arXiv にアップする度に tikz か biblatex あたりのバージョンの違いにキレてる	2019-11-13 19:31:19
t_uemura669101	Taichi Uemura	487	228	arXiv なぁ	2019-11-13 19:21:18
fgksk	Keisuke Fujii	4424	451	@snuffkin これです：https://t.co/48SUWmJYbk	2019-11-13 18:46:09
fgksk	Keisuke Fujii	4424	451	@snuffkin とりあえずこれ： https://t.co/YXY2eDmdwr とか https://t.co/Gpkh0QeR3z	2019-11-13 18:31:43
syuntoku14	しゅんとく	676	747	やっとSLACがやってることがわかってきた  https://t.co/9wkmZzQtOe	2019-11-13 18:01:33
arXiv_0813	けい♪憐@iPhone5	32	8	＃パズドラ  フレンド募集中でさぁ♪IDは189223408！	2019-11-13 18:00:45
HigeponJa	higepon	6867	365	読んでる &gt; A BERT Baseline for the Natural Questions  [PDF] https://t.co/MEByQcKATf	2019-11-13 17:49:42
meta_takoroy	ワンちゃん大好き！	140	353	ロボットアームの操作は自由度が高すぎるので、低自由度の潜在的な動きで表現することにより、ゲームのコントローラーで直感的な操作ができるようになったという研究みたい。 / “[1909.09674] Controlling Assistive Robots with Learned Latent Actions” https://t.co/xTJTziZhDW	2019-11-13 17:23:47
komakusaryama	arupaka	664	198	Zipf's lawの数理。 https://t.co/9mHdlNdkZI ＃後で読む #論文 #ken #ネタ #経済 #社会	2019-11-13 17:21:16
komakusaryama	arupaka	664	198	後で読む。 https://t.co/9mHdlNdkZI	2019-11-13 17:20:31
691_7758337633	たけのこ赤軍@11/23銭けっと	2079	2162	その人ってもしかしてつい最近高次多重ガンマ関数の論文をarXivにあげてた人じゃ…  続きは質問箱へ   #Peing #質問箱 https://t.co/ifrw3Qvhz7	2019-11-13 17:18:05
TomiyaAkio	A.Tomiya＠🇯🇵ディープラーニングと物理学	1901	609	https://t.co/l7qoP7N32h 局所化は適用条件があるものの、無限次元積分を普通の積分 or 無限和ぐらいに落とすので強い。  まだ一回も引用されてないけど、局所化を使った論文が以下になります: https://t.co/s5jbVU4sjc	2019-11-13 17:11:27
Wataoka_Koki	綿岡 晃輝	834	2022	なにこれ面白そう。  Adversarial Dropout for Recurrent Neural Networks  https://t.co/UTHxReGXUj	2019-11-13 16:42:55
TsuyoshiOkubo	Tsuyoshi Okubo	628	172	Branching operatorはこれ https://t.co/b7FXttiVAv https://t.co/oc8Pva6Xd5	2019-11-13 16:16:38
echos1121	Willow	242	364	arXivってアーカイブ(archive)って読むの知らんかった。	2019-11-13 15:51:44
kyow_QQ	GengaQ SurvivoR@札幌	1189	691	彩色多項式と呼ばれるグラフの不変量を圏論化する論文です(彩色多項式をあるホモロジーのポアンカレ多項式として取り出す事が可能で、その隠されたホモロジーを定義する話です) https://t.co/YCn9SBYYHg	2019-11-13 15:28:54
H_USHIHARA	Hiromu USHIHARA	154	216	長いな.  https://t.co/SxLdommXfL	2019-11-13 15:16:55
kz_itakura	kz_intercooler	277	334	QM で発表されたSTARでBreit-Wheelerを測ったという論文。ほほう。　https://t.co/wFBQd8xnZN 我々の論文も引用しているのでよいではないか。	2019-11-13 14:56:47
Alwe_Alwe	Alwe	1703	1627	@non_archimedean 既存の結果だけなのでarxivにのせるものではありませんね〜	2019-11-13 14:49:12
non_archimedean	p進大好きbot	2894	30	@Alwe_Alwe 勢い余ってarXivに載せる感じですね	2019-11-13 14:47:59
ranha	Ü+1F980🦀	949	78	これPOPL'20だったのか…… https://t.co/Zi9nPoAZIo https://t.co/UamS7sKuMF	2019-11-13 14:31:01
xuzijian629	Joe	2696	3093	ネットワークの入力を離散化して、ネットワーク自体をすべての入力組合せに関する出力をメモしたテンソルとみなし、そのテンソルの分解からUniversal Approximationを証明しているけど、→ https://t.co/tdRr5xVbuN	2019-11-13 14:29:04
TsuguoMogami	mogami290	13	10	PyTorch用の3D neural net用のlibrary、Kaolin。mesh, point cloud, signed distance field, voxelなど。 https://t.co/2kjjw7hn0s ちなみにkaolinは陶土ですよ。アニキャラじゃないよ。	2019-11-13 13:02:37
tjmlab	部品（本田翼）	2764	322	Electronic phase separation in topological surface states of rhombohedral graphite  りょう麺体グラファイトはトポロジカル物質|･ω･｀)ﾌﾑﾌﾑ  https://t.co/SFdP4ppd37	2019-11-13 12:45:37
tjmlab	部品（本田翼）	2764	322	Excitonic density wave and spin-valley superfluid in bilayer transition metal dichalcogenide  モアレTMDのエキシトン密度波とスピンバレー超流動(E)  https://t.co/ysH7hpzV7I	2019-11-13 12:42:21
tjmlab	部品（本田翼）	2764	322	エリアシュベルグ理論のレビュー、まだご存命なの(・ε・｀ )！？  https://t.co/m9V7Zet1Zr	2019-11-13 12:41:24
tjmlab	部品（本田翼）	2764	322	From Andreev to Majorana bound states in hybrid superconductor-semiconductor nanowires  アンドレーエフ、マヨラナ束縛状態のレビュー|･ω･｀)ﾌﾑﾌﾑ  https://t.co/ibFybek2cv	2019-11-13 12:39:35
phys_yoshiki	Yoshiki Sato	110	64	arXiv のコメントのところに english is improvedって書かれてるの初めて見た。 しかも２回も書かれてる	2019-11-13 12:30:11
k_yamagami	K. Yamagami	308	119	[1911.04662] Absence of Superconductivity in Nd$_{0.8}$Sr$_{0.2}$NiO$_x$ Thin Films without Chemical Reduction  ってことは化学的な還元で使ってる水素がNiO2面の間に入ってるんじゃない？(じゃない？) https://t.co/x9yujikCdJ	2019-11-13 12:16:15
hiroharu_kato	Hiroharu Kato	3352	2698	NVIDIA から3D研究用の PyTorch ライブラリがリリースされる予定で、その中に我々の微分可能レンダラーも含まれるようです https://t.co/ozUW1j9xkj	2019-11-13 12:15:30
sinta0429	Shintaro	24	28	流し読み論文5 : https://t.co/8Rqx5KUc7b . またEDGES再解析論文. Noise model + 周波数依存系統誤差を加えた128個のモデルでfitting解析. z=17の吸収線はあってもいいが, 深さは200mK以下となり, 普通の宇宙論で対応できるかも?	2019-11-13 12:11:39
tjmlab	部品（本田翼）	2764	322	Absence of Superconductivity in Nd0.8Sr0.2NiOx Thin Films without Chemical Reduction  ニッケル酸化物超伝導、物理的還元法で63サンプル作って再現できないワロタ  https://t.co/NJBZAMOANC	2019-11-13 12:06:34
haruhikomegane	k-dual@スーパータピオカンデ(-31)	971	417	新作出ました。 https://t.co/eoP0JvNEdP  Horndesk理論という重力理論の枠組みで、暗黒物質と暗黒エネルギーの両方を説明できるかも、という話です。	2019-11-13 11:58:33
Yh_Taguchi	田口善弘	6344	2435	@d_kihara A Simple but Effective BERT Model for Dialog State Tracking on Resource-Limited Systems  https://t.co/hKOCKxKvTT これってただのBERTでバイオは関係なしですか？ 手広いですね。	2019-11-13 11:32:33
mohzeki222	Masayuki Ohzeki	4567	248	岡山大・大槻さん、埼玉大・品岡さん、東大・吉見さんらと物性理論におけるスパースモデリングのレビュー論文。 なかなか時間が取れずかけない日々が続いたけど、ようやく公開。もう少しこの話「深く」考えたいんだよな。  https://t.co/oJEYl4zP31	2019-11-13 11:29:40
physics303	ゆうだい	3306	398	とはいえ、今年のICCVのベストペーパーやばくない？ https://t.co/cQVEZjGuPt	2019-11-13 11:06:27
yu4u	Yusuke Uchida	4915	968	かおりん…（GitHub 404やで） / “Kaolin: A PyTorch Library for Accelerating 3D Deep Learning Research” / “[1911.05063] Kaolin: A PyTorch Library for Accelerating 3D Deep Learning Research” https://t.co/WUBGWWjkmV	2019-11-13 10:52:25
15yukit	yuki	860	460	素粒子実験系の同期氏の論文が arXiv に上がったので見てみたんだけど，最後に著者と所属のページが無限に続いてて大規模プロジェクトやっぱすごいなって思った	2019-11-13 10:44:50
emptst	muratak	391	127	関係あるか知らんけどこんなのもあったな。あとで（いつ？）読むかあ。 https://t.co/pciSe255kN	2019-11-13 10:40:02
tanichu	Tadahiro Taniguchi	5663	1323	[1910.08918] Neuro-SERKET: Development of Integrative Cognitive System through the Composition of Deep Probabilistic Generative Models https://t.co/pKBBZmhzBc ちょっと前にアップした。湘南会議で話したついでに共有。Future Cognitive Roboticsのために。	2019-11-13 10:39:19
life_wont_wait	Q	2164	58	これは読む必要がある/Angular momentum at null infinity in Einstein-Maxwell theory https://t.co/6ZzOXbLhPG	2019-11-13 10:37:29
NH_M_	Nmℏm	1133	435	A. Czarnecki, W. J. Marciano, A. Sirlin, Pion Beta Decay and CKM Unitarity https://t.co/L6YEr9mI1D 近年になってわかってきたCKMトライアングル閉じない問題に関するペーパー	2019-11-13 10:35:16
coro_NLP	CoroNLL	13	49	ユーザーのクエリに対して効果的な質問を返すことでインタラクティブにクエリに対する回答を求める手法を提案  Interactive Classification by Asking Informative Questions https://t.co/x36iNrF3uW	2019-11-13 08:53:32
mizuyari_am1	モモタロウ@ゆるトライアスロン△	1654	2056	arXivってTwitterやってたのね‼️ これは嬉しいな😆	2019-11-13 08:47:51
arXiv_0813	けい♪憐@iPhone5	32	8	＃パズドラ  フレンド募集中でさぁ♪IDは189223408！	2019-11-13 04:00:45
jun_mh4g	じゅん@11/16 Sapporo Hololens Meetup 7(Global MR BC)	478	146	https://t.co/BZn2H71G7t 7年前ワシが解決してみたかった悩みがエレガントに解決されそうな実験されていて、喜びの血の涙をながすの巻 旋光性を相転移前後の地ならしに使うなんて思わんかった('ω') フォーマットはnatureっぽいし、通るといいなこれ 実験の穴は専門外なのでよくわかんないけど。	2019-11-13 01:33:00
syuntoku14	しゅんとく	676	747	今日教えてもらったmaxentropy 強化学習の理論についての論文すごい良さそう https://t.co/RKXKp6AoQd	2019-11-13 00:17:22
coro_NLP	CoroNLL	13	49	AUCを最大化するための学習法VRSPAMを提案。線形分類器の重みベクトルが最適解に線形収束することを示し、実験的にも性能がいいことを確かめた。  Variance Reduced Stochastic Proximal Algorithm for AUC Maximization.  https://t.co/rYkromrN0v	2019-11-12 23:57:25
KuniSuzaki	suzaki	1227	243	VoltJockeyの類似の論文をarxivで見つけた。 DVFS as a Security Failure of TrustZone-enabled Heterogeneous SoC https://t.co/h9kgkzKqog	2019-11-12 23:55:01
MasahitoTogami	Togami masahito	34	18	11/20のLine のdev dayで話します。今日、arXivに投稿した内容も触れる予定です。興味ある方は是非。 https://t.co/xGg7Mc4n5U	2019-11-12 23:53:57
yyoshiaki	Yoshiaki Yasumizu	759	960	そういえばUMAPもarxivに出た月にTwitterでみて試したんだった。初めて試した時は速さに驚いた。 https://t.co/v4jBzTxZih via @wordpressdotcom	2019-11-12 23:48:54
kinaba	kinaba	3252	2568	というか前回のPOPLのこれ https://t.co/nxlHKHlbXY 見逃してたな。キャッチーなタイトルに釣られるドリブンになっていることがばれる。	2019-11-12 23:11:52
nikq	nikq	2092	1701	SSII、面白い発表あったのに、パスワード完全に忘れて資料ダウンロードできない。つらい。arXivとかに出してくれ…！！！！	2019-11-12 21:25:29
masazumi318	Masazumi Honda	1209	2597	@phys_yoshiki コメントアウトに”%%CITATION = ARXIV:ｘｘｘ”が入ってるとinspiresの引用にカウントされるらしいので、論文を書くときに引用しようと思ってrefに入れたけど、やっぱ引用するのやめた論文を、消さないでコメントアウトにするとカウントされるらしいです。	2019-11-12 21:15:00
shion_honda	Shion Honda	1678	260	Prescribed GAN [Dieng+, 2019] 事前分布と生成分布をモデル化し、目的関数にエントロピー正則化項を加えるPresGANを提案。モード崩壊が起きにくく、重点サンプリングでデータの対数尤度を求めることも可能。画像の品質を維持したままVAEに近い汎化性能を獲得。 https://t.co/rRHXxuERPc #NowReading https://t.co/azwy0QKS8h	2019-11-12 21:03:05
AkiraTOSEI	akira	655	1119	https://t.co/YTj8HvapYN MRIのベンダーが違うと左心室の領域分割が失敗するので、CycleGANを使ってドメイン(ベンダー)変換を行なった上で、領域分割をすると上手くいった。このようなDomain shiftはML界隈では一般的な問題なので、ドメインの数が少ないばいは汎用的な戦略かもしれない。 https://t.co/sFakQ5D9jZ	2019-11-12 20:56:02
ranha	Ü+1F980🦀	949	78	Engelfriet &amp; Voglerの論文読んでた。 Higher Order Pushdown String  Languagesが（ある種の）MSO definableとかが分かりやすい主張だけど寧ろ出てくる道具が良くて読んでて楽しかった。 MSO transductionから入るんじゃなくてMSO expressiveから入るあたりとか。読みやすい https://t.co/s73pBlLWMt	2019-11-12 20:55:30
sleepsoft	有害图书制作大全	752	96	@ghngssm bayes ruleはmonotoneの代表例、みな同じ方向へupdateする。 signal designなら　https://t.co/ZdkbLRtbm7に参考	2019-11-12 20:33:48
ba7hakiiro	たけだちゃんさん	1839	1682	宇宙工学は専門外ですが、一般にどんな分野もレビュー論文というのが存在します。分野＋reviewとかで検索しましょう。arxivかgoogle scholar検索するといいです！ #マシュマロを投げ合おう https://t.co/jSOK1EgaKX https://t.co/qdIEvBctPn	2019-11-12 20:18:43
kimajins	kimajins	52	170	これだこれだ  Graphical Calculus for the Double Affine Q-Dependent Braid Group https://t.co/UaMoaWEKZt	2019-11-12 20:01:40
yf0fyf	ふくだ	384	234	@50storms 自分もさっきarXivのページを見て「Unicodeであったんだ！」となりました🙄	2019-11-12 18:52:31
PhysicsYs	Y.Sugimoto＠中国合肥	279	264	arxivに投稿、とかは気合と根性でなんとかできるかもしれんけど、査読済論文となるとなかなかきついものがあるのではないでしょうか.	2019-11-12 18:43:26
yshin55	Shintaro Yamamoto	128	114	arxivにEMNLP2020を自称する論文があって二度見した	2019-11-12 18:39:02
kadamasaru	嘉田 勝	2916	320	arXiv ね。 https://t.co/FjcNVnyR7m	2019-11-12 18:16:31
su_9qu	marr	108	101	今日のarXivは、Computation and Language のカテゴリーのものが、いつもの火曜よりも、1.5 - 2倍ほどはあったように思う。 合計数の４２０本は、火曜のいつもの本数より、少し多い程度	2019-11-12 18:11:59
AlPhys1212	Alto Osada (長田有登)	64	51	ここから何をするのか見ものですな。https://t.co/lkHpCnBc2u	2019-11-12 17:45:26
shion_honda	Shion Honda	1678	260	arXivのアカウントを作って初投稿をしているのですが、なかなか難易度が高くてかれこれ1時間が経過…（TeX周りの微調節が必要）	2019-11-12 17:38:21
inoueh	Hiroshi (Taku) Inoue	357	207	IEEEがarxivっぽいpreprintサーバを作ったのか．arxivとの差別化はなにかあるのだろうか https://t.co/dt3lKfWUgU	2019-11-12 16:48:33
beef_and_rice	gyu-don	78	44	arXivのIDから、タイトルやら著者名やら、うまいこととってきてくれるのは、とてもいいと思います。取ってきたらPDFを追加してほしい、という思いはありますが。。。	2019-11-12 16:39:11
TomoyaNaito	Tomoya Naito	109	144	モリブデン100のミュオン捕獲過程について、電子状態を考慮したミュオン波動関数を用いて、微視的な原子核構造計算により議論した論文のプレプリントが公開されました。  https://t.co/xng4oYfCTz	2019-11-12 16:14:57
warasan_sigsig	わらさん	92	74	arXiv出典はあんまり……	2019-11-12 16:11:18
m0_no_	mono	982	1037	自分は&lt; https://t.co/tQQOmqwAtR&gt;に興味を持ちました！ |ω・`)	2019-11-12 16:08:16
coro_NLP	CoroNLL	13	49	NLPにおけるempericalな性能評価を正しく行うために、頻度主義的な統計的仮説検定とベイズ統計によるアプローチを解説した論文。   Not All Claims are Created Equal: Choosing the Right Approach to Assess Your Hypotheses https://t.co/xHMIWI0ofb	2019-11-12 16:02:27
Scatollex	初期喃語	459	444	あとarXivみたいなのから引用するときは査読されたやつだけ的なことを講義で以前言ってたけどそれもうほとんど全滅じゃないのか	2019-11-12 15:56:39
TsuyoshiOkubo	Tsuyoshi Okubo	628	172	Ca10Cr7O28を念頭においた研究のセミナーを聞いてきた。古典模型の範囲では、基本的にはspiralになると思うので、量子性でスピン液体になると思える根拠が弱いかなと思った。あと、磁場中でmulti-qになると思うのだけど、そういう話はなかった。 https://t.co/ulUpN6ED4Zには書いてあるのかな。	2019-11-12 15:55:48
bd_gfngfn	画力・博士号・油田	5572	3811	（Executable Formal Semantics for the POSIX Shell [Greenberg &amp; Blatt 2020]，つい最近興味本位で調べてarXivで見つけて眺めた論文じゃん）	2019-11-12 15:53:12
sinta0429	Shintaro	24	28	流し読み論文4 : https://t.co/L1MS7SbNiD . EDGESの設置面の金属板-mesh間に隙間ができていると吸収線が説明できてしまうかもという話. アンテナの話はわからぬ. 土壌の状態すら問題になりうるとは... 21cm線Global signalの観測は想像以上に精密さが求められるようだ.	2019-11-12 15:48:24
Scatollex	初期喃語	459	444	arXivのと同じように扱えばいいのか，多分だけど	2019-11-12 15:42:12
coro_NLP	CoroNLL	13	49	CMUがデータセットxSLUEを公開。13種のスタイル分類タスク(formality, emotion, metaphorなど)。BERTによるベンチマークあり。  xSLUE: A Benchmark and Analysis Platform for Cross-Style Language Understanding and Evaluation.  https://t.co/UHDA2Qkwan	2019-11-12 15:29:33
arXiv_0813	けい♪憐@iPhone5	32	8	＃パズドラ  フレンド募集中でさぁ♪IDは189223408！	2019-11-12 14:00:46
ikuyamada	Ikuya Yamada	872	288	BERTがWikipedia2Vecで拡張されている! Wikipedia2Vecのすごく良いユースケースで嬉しい BERT is Not a Knowledge Base (Yet): Factual Knowledge vs. Name-Based Reasoning in Unsupervised QA: https://t.co/AFIvTpqmhk	2019-11-12 13:02:36
tjmlab	部品（本田翼）	2764	322	Temperature Dependent Electronic Structure in a Higher Order Topological Insulator Candidate EuIn2As2  高次トポロジカル絶縁体Eu122のアルペス流行り？  https://t.co/7T09cMKSmA	2019-11-12 12:32:06
tjmlab	部品（本田翼）	2764	322	｢The magnitude, sign and the temperature dependence of the thermal Hall signal are all explained」  ﾁｶﾗﾂﾞｮｲ  https://t.co/UewA5TBMBm	2019-11-12 12:30:29
maxuil	.*焼酎	113	169	後輩が教えてくれた https://t.co/dhgFI650bu 参入者が増えて嬉しい反面 頑張んないとなぁというお気持ち	2019-11-12 12:29:37
tjmlab	部品（本田翼）	2764	322	The magnonic superfluid droplet at room temperature  ＹＩＧで室温磁性超流動の発見ｷﾀ━(ﾟ∀ﾟ)━!   https://t.co/FP72UeDsPp	2019-11-12 12:28:38
ymas0315	まっすー	942	527	前職での教師なしDNN音源分離の論文が公開されました！ https://t.co/ABRx3oIu9A	2019-11-12 12:04:08
life_wont_wait	Q	2164	58	これは俺得/Comparing Short Gamma-Ray Burst Jet Structure Models https://t.co/9Oe28fsxbF	2019-11-12 11:58:29
aizen76	alwei	9930	918	@dandymania_tw Xorshiftもここ最近で統計的欠陥があることが明らかになったようです。 https://t.co/0r97jtyoLH	2019-11-12 11:57:32
hotta_hideyuki	Hotta Hideyuki	413	104	鳥海と研究していたδ黒点生成の論文がアクセプトされたのでarXivへ。今までのδ黒点(フレアがよく起こる)生成の数値計算を、δ黒点を作るために色々頑張って生成したものだったのだけど、僕はδ黒点とかフレアとかほとんど興味がないので研究会で「これは失敗の例です」　(続く) https://t.co/WVmITxhyL8	2019-11-12 11:12:17
danbonist	ジョン	204	389	このrecsysベストペーパーが自分に与えた勇気はとても大きい。 https://t.co/S2afktJKWs	2019-11-12 10:53:51
nbhtmaru	Nobuhito Maru③	273	72	https://t.co/kEoOovk4d9 今年3本目の論文出ました！全てM2(前作はM1)との論文。前作のゲージ・ヒッグス大統一理論模型にブレーン上にゲージ運動項を導入し、フェルミオン質量階層性、電弱対称性の破れ、ヒッグス質量、ゲージユニヴァーサリティを説明することに成功しました。	2019-11-12 10:51:22
sinta0429	Shintaro	24	28	流し読み論文3 : https://t.co/QYQH6tQroD . EDGESから報告された吸収線の独自再解析論文. 周波数帯で結果が変わり, sin関数のような系統誤差があれば吸収線が出ない, 前景放射fitの結果が物理的でないなどの指摘. データ解析の難しさが良くわかる...	2019-11-12 10:45:31
classical_field	古典場	276	301	arxiv早くrevtex4-2に対応してほしい。	2019-11-12 10:44:21
ywyamashiro	Yamashiro	364	463	おっ https://t.co/pyJAhfAur0	2019-11-12 10:14:15
remark_tzi	なご🌷	166	329	arxiv、本当になんでも転がってるな	2019-11-12 10:02:56
